Linux 5.15.30-2-pve (zoo-003) 	07/17/2023 	_x86_64_	(64 CPU)

09:48:16 PM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:48:18 PM  1011    329566         -  230.56   57.54    0.00    0.00  288.10    37  deptran_server
09:48:18 PM  1011         -    329596    0.40    0.79    0.00    0.00    1.19     3  |__deptran_server
09:48:18 PM  1011         -    329597    1.98    2.78    0.00    0.00    4.76    10  |__deptran_server
09:48:18 PM  1011         -    329598    0.40    0.79    0.00    0.00    1.19    45  |__deptran_server
09:48:18 PM  1011         -    329599    1.98    2.78    0.00    0.00    4.76    32  |__deptran_server
09:48:18 PM  1011         -    329600    0.40    0.40    0.00    0.00    0.79     8  |__deptran_server
09:48:18 PM  1011         -    329601    0.79    3.57    0.00    0.00    4.37    12  |__deptran_server
09:48:18 PM  1011         -    329602    0.79    0.40    0.00    0.00    1.19    46  |__deptran_server
09:48:18 PM  1011         -    329603    1.19    3.57    0.00    0.00    4.76     5  |__deptran_server
09:48:18 PM  1011         -    329604    0.40    0.79    0.00    0.00    1.19     8  |__deptran_server
09:48:18 PM  1011         -    329605    1.59    2.78    0.00    0.00    4.37    40  |__deptran_server

09:48:18 PM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:48:20 PM  1011    329566         -  572.50  164.00    0.00    0.00  736.50     6  deptran_server
09:48:20 PM  1011         -    329566    0.50    0.00    0.00    0.00    0.50     6  |__deptran_server
09:48:20 PM  1011         -    329596   37.00   11.00    0.00    0.00   48.00     9  |__deptran_server
09:48:20 PM  1011         -    329597    9.50   11.50    0.00    0.50   21.00    32  |__deptran_server
09:48:20 PM  1011         -    329598   23.50    7.50    0.00    0.00   31.00    47  |__deptran_server
09:48:20 PM  1011         -    329599    8.50   12.00    0.00    0.50   20.50     3  |__deptran_server
09:48:20 PM  1011         -    329600   40.50    7.00    0.00    0.00   47.50    42  |__deptran_server
09:48:20 PM  1011         -    329601    8.50   12.50    0.00    0.50   21.00    29  |__deptran_server
09:48:20 PM  1011         -    329602   55.50   19.50    0.00    0.00   75.00     4  |__deptran_server
09:48:20 PM  1011         -    329603    9.00   13.50    0.00    0.50   22.50     0  |__deptran_server
09:48:20 PM  1011         -    329604   41.00   13.50    0.00    0.00   54.50    60  |__deptran_server
09:48:20 PM  1011         -    329605    8.50   12.50    0.00    0.00   21.00    52  |__deptran_server
09:48:20 PM  1011         -    329613   32.00    5.50    0.00    0.00   37.50    15  |__deptran_server
09:48:20 PM  1011         -    329615   34.00    3.00    0.00    0.00   37.00     6  |__deptran_server
09:48:20 PM  1011         -    329617   33.00    4.00    0.00    0.00   37.00    12  |__deptran_server
09:48:20 PM  1011         -    329619   34.00    3.50    0.00    0.00   37.50    46  |__deptran_server
09:48:20 PM  1011         -    329621   33.00    4.00    0.00    0.00   37.00    39  |__deptran_server
09:48:20 PM  1011         -    329623   32.50    3.00    0.00    0.00   35.50    33  |__deptran_server
09:48:20 PM  1011         -    329625   33.00    3.00    0.00    0.00   36.00    38  |__deptran_server
09:48:20 PM  1011         -    329627   32.50    3.50    0.00    0.00   36.00    21  |__deptran_server
09:48:20 PM  1011         -    329629   31.50    4.50    0.00    0.00   36.00    13  |__deptran_server
09:48:20 PM  1011         -    329631   33.00    5.50    0.00    0.00   38.50    28  |__deptran_server

09:48:20 PM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:48:22 PM  1011    329566         -  661.00  105.50    0.00    0.00  766.50     6  deptran_server
09:48:22 PM  1011         -    329596   59.50    7.50    0.00    0.00   67.00     9  |__deptran_server
09:48:22 PM  1011         -    329597    9.50   11.00    0.00    0.50   20.50    13  |__deptran_server
09:48:22 PM  1011         -    329598   47.50    5.00    0.00    0.00   52.50     0  |__deptran_server
09:48:22 PM  1011         -    329599   11.00    8.50    0.00    0.50   19.50    10  |__deptran_server
09:48:22 PM  1011         -    329600   61.00    8.00    0.00    0.00   69.00    43  |__deptran_server
09:48:22 PM  1011         -    329601    9.50   10.50    0.00    0.50   20.00    53  |__deptran_server
09:48:22 PM  1011         -    329602   89.50    5.00    0.00    0.00   94.50     4  |__deptran_server
09:48:22 PM  1011         -    329603    7.50   14.50    0.00    0.50   22.00     1  |__deptran_server
09:48:22 PM  1011         -    329604   63.50   14.00    0.00    0.00   77.50    60  |__deptran_server
09:48:22 PM  1011         -    329605    7.00   13.00    0.00    0.50   20.00    49  |__deptran_server
09:48:22 PM  1011         -    329613   32.00    1.50    0.00    0.00   33.50    40  |__deptran_server
09:48:22 PM  1011         -    329615   28.00    2.00    0.00    0.00   30.00    11  |__deptran_server
09:48:22 PM  1011         -    329617   29.00    0.50    0.00    0.00   29.50    14  |__deptran_server
09:48:22 PM  1011         -    329619   32.00    0.50    0.00    0.00   32.50    46  |__deptran_server
09:48:22 PM  1011         -    329621   27.00    2.50    0.00    0.00   29.50    39  |__deptran_server
09:48:22 PM  1011         -    329623   27.50    1.50    0.00    0.00   29.00    52  |__deptran_server
09:48:22 PM  1011         -    329625   28.50    1.00    0.00    0.00   29.50    38  |__deptran_server
09:48:22 PM  1011         -    329627   27.50    1.50    0.00    0.00   29.00    21  |__deptran_server
09:48:22 PM  1011         -    329629   28.00    1.00    0.00    0.00   29.00    12  |__deptran_server
