Linux 5.15.30-2-pve (zoo-003) 	07/17/2023 	_x86_64_	(64 CPU)

08:54:13 PM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:54:15 PM  1011    317483         -  226.44   60.54    0.00    0.00  286.97    38  deptran_server
08:54:15 PM  1011         -    317497    0.00    0.77    0.00    0.00    0.77    41  |__deptran_server
08:54:15 PM  1011         -    317498    1.53    3.07    0.00    0.00    4.60    45  |__deptran_server
08:54:15 PM  1011         -    317499    0.38    0.77    0.00    0.00    1.15    42  |__deptran_server
08:54:15 PM  1011         -    317500    0.00    1.15    0.00    0.00    1.15     5  |__deptran_server
08:54:15 PM  1011         -    317501    1.53    3.45    0.00    0.00    4.98     8  |__deptran_server
08:54:15 PM  1011         -    317502    1.15    4.21    0.00    0.00    5.36    38  |__deptran_server
08:54:15 PM  1011         -    317503    0.77    0.38    0.00    0.00    1.15    43  |__deptran_server
08:54:15 PM  1011         -    317504    1.53    2.68    0.00    0.00    4.21    40  |__deptran_server
08:54:15 PM  1011         -    317505    0.00    1.15    0.00    0.00    1.15     4  |__deptran_server
08:54:15 PM  1011         -    317506    1.53    2.68    0.00    0.00    4.21     1  |__deptran_server

08:54:15 PM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:54:17 PM  1011    317483         -  312.50  133.00    0.00    0.00  445.50    45  deptran_server
08:54:17 PM  1011         -    317483    0.00    1.00    0.00    0.00    1.00    45  |__deptran_server
08:54:17 PM  1011         -    317497   39.50   11.00    0.00    0.00   50.50    45  |__deptran_server
08:54:17 PM  1011         -    317498    6.50   11.00    0.00    0.50   17.50    16  |__deptran_server
08:54:17 PM  1011         -    317499   42.50    9.50    0.00    0.00   52.00     0  |__deptran_server
08:54:17 PM  1011         -    317500   65.50   13.50    0.00    0.00   79.00     9  |__deptran_server
08:54:17 PM  1011         -    317501    6.50   10.50    0.00    0.50   17.00    37  |__deptran_server
08:54:17 PM  1011         -    317502    6.50   12.00    0.00    0.00   18.50    10  |__deptran_server
08:54:17 PM  1011         -    317503   39.50   18.50    0.00    0.00   58.00    55  |__deptran_server
08:54:17 PM  1011         -    317504    6.00   10.00    0.00    0.00   16.00    39  |__deptran_server
08:54:17 PM  1011         -    317505   35.00    4.00    0.00    0.00   39.00    42  |__deptran_server
08:54:17 PM  1011         -    317506    7.50    8.50    0.00    0.00   16.00     1  |__deptran_server
08:54:17 PM  1011         -    317514    6.00    1.50    0.00    0.00    7.50    47  |__deptran_server
08:54:17 PM  1011         -    317516    6.50    1.00    0.00    0.00    7.50    38  |__deptran_server
08:54:17 PM  1011         -    317518    5.00    2.00    0.00    0.00    7.00     8  |__deptran_server
