Linux 5.15.30-2-pve (zoo-003) 	06/29/2023 	_x86_64_	(64 CPU)

04:29:05 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:29:06 AM  1011   3636859         -  143.29   36.59    0.00    0.00  179.88    56  deptran_server
04:29:06 AM  1011         -   3636860   45.12    8.54    0.00    0.00   53.66    60  |__deptran_server
04:29:06 AM  1011         -   3636862   46.34    9.15    0.00    0.00   55.49    18  |__deptran_server
04:29:06 AM  1011         -   3636863    0.61    0.00    0.00    0.00    0.61    60  |__deptran_server
04:29:06 AM  1011         -   3636864    0.61    2.44    0.00    0.00    3.05    48  |__deptran_server
04:29:06 AM  1011         -   3636866    1.22    1.22    0.00    0.00    2.44    23  |__deptran_server
04:29:06 AM  1011         -   3636867    0.00    0.61    0.00    0.00    0.61    63  |__deptran_server
04:29:06 AM  1011         -   3636868    1.22    1.22    0.00    0.00    2.44    57  |__deptran_server

04:29:06 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:29:07 AM  1011   3636859         -   34.00   33.00    0.00    0.00   67.00    54  deptran_server
04:29:07 AM  1011         -   3636863    5.00    2.00    0.00    0.00    7.00    60  |__deptran_server
04:29:07 AM  1011         -   3636864    4.00    6.00    0.00    0.00   10.00    14  |__deptran_server
04:29:07 AM  1011         -   3636865    3.00    2.00    0.00    0.00    5.00    53  |__deptran_server
04:29:07 AM  1011         -   3636866    5.00    6.00    0.00    0.00   11.00    23  |__deptran_server
04:29:07 AM  1011         -   3636867    3.00    2.00    0.00    0.00    5.00    63  |__deptran_server
04:29:07 AM  1011         -   3636868    5.00    6.00    0.00    0.00   11.00    24  |__deptran_server
04:29:07 AM  1011         -   3636893    2.00    0.00    0.00    0.00    2.00    56  |__deptran_server
04:29:07 AM  1011         -   3636895    2.00    0.00    0.00    0.00    2.00    20  |__deptran_server
04:29:07 AM  1011         -   3636897    2.00    0.00    0.00    0.00    2.00    58  |__deptran_server
04:29:07 AM  1011         -   3636899    2.00    0.00    0.00    0.00    2.00    16  |__deptran_server
04:29:07 AM  1011         -   3636901    1.00    0.00    0.00    0.00    1.00    31  |__deptran_server
04:29:07 AM  1011         -   3636903    0.00    1.00    0.00    0.00    1.00    18  |__deptran_server
04:29:07 AM  1011         -   3636905    1.00    0.00    0.00    0.00    1.00    51  |__deptran_server

04:29:07 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:29:08 AM  1011   3636859         -  370.00  102.00    0.00    0.00  472.00    54  deptran_server
04:29:08 AM  1011         -   3636863   87.00   13.00    0.00    0.00  100.00    60  |__deptran_server
04:29:08 AM  1011         -   3636864    9.00   16.00    0.00    0.00   25.00    10  |__deptran_server
04:29:08 AM  1011         -   3636865   39.00    8.00    0.00    0.00   47.00    53  |__deptran_server
04:29:08 AM  1011         -   3636866    9.00   11.00    0.00    0.00   20.00    59  |__deptran_server
04:29:08 AM  1011         -   3636867   42.00    8.00    0.00    0.00   50.00    24  |__deptran_server
04:29:08 AM  1011         -   3636868    7.00   13.00    0.00    0.00   20.00    57  |__deptran_server
04:29:08 AM  1011         -   3636893   25.00    5.00    0.00    0.00   30.00    31  |__deptran_server
04:29:08 AM  1011         -   3636895   25.00    5.00    0.00    0.00   30.00    56  |__deptran_server
04:29:08 AM  1011         -   3636897   25.00    4.00    0.00    0.00   29.00    58  |__deptran_server
04:29:08 AM  1011         -   3636899   26.00    4.00    0.00    0.00   30.00    63  |__deptran_server
04:29:08 AM  1011         -   3636901   28.00    4.00    0.00    0.00   32.00    40  |__deptran_server
04:29:08 AM  1011         -   3636903   23.00    6.00    0.00    0.00   29.00    55  |__deptran_server
04:29:08 AM  1011         -   3636905   23.00    6.00    0.00    0.00   29.00    51  |__deptran_server

04:29:08 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:29:09 AM  1011   3636859         -  344.00   55.00    0.00    0.00  399.00    54  deptran_server
04:29:09 AM  1011         -   3636863   91.00    7.00    0.00    0.00   98.00    60  |__deptran_server
04:29:09 AM  1011         -   3636864   11.00   10.00    0.00    1.00   21.00    42  |__deptran_server
04:29:09 AM  1011         -   3636865   46.00    3.00    0.00    0.00   49.00    54  |__deptran_server
04:29:09 AM  1011         -   3636866    8.00   11.00    0.00    1.00   19.00    59  |__deptran_server
04:29:09 AM  1011         -   3636867   47.00    7.00    0.00    0.00   54.00    24  |__deptran_server
04:29:09 AM  1011         -   3636868    8.00   11.00    0.00    1.00   19.00    27  |__deptran_server
04:29:09 AM  1011         -   3636893   22.00    1.00    0.00    0.00   23.00    31  |__deptran_server
04:29:09 AM  1011         -   3636895   18.00    1.00    0.00    0.00   19.00    57  |__deptran_server
04:29:09 AM  1011         -   3636897   20.00    1.00    0.00    0.00   21.00    56  |__deptran_server
04:29:09 AM  1011         -   3636899   20.00    3.00    0.00    0.00   23.00    63  |__deptran_server
04:29:09 AM  1011         -   3636901   17.00    3.00    0.00    0.00   20.00    40  |__deptran_server
04:29:09 AM  1011         -   3636903   17.00    2.00    0.00    0.00   19.00    43  |__deptran_server
04:29:09 AM  1011         -   3636905   17.00    2.00    0.00    0.00   19.00    51  |__deptran_server

04:29:09 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:29:10 AM  1011   3636859         -  343.00   63.00    0.00    0.00  406.00    54  deptran_server
04:29:10 AM  1011         -   3636863   95.00    5.00    0.00    0.00  100.00    60  |__deptran_server
04:29:10 AM  1011         -   3636864    9.00   12.00    0.00    0.00   21.00    44  |__deptran_server
04:29:10 AM  1011         -   3636865   49.00    2.00    0.00    0.00   51.00    54  |__deptran_server
04:29:10 AM  1011         -   3636866    6.00   13.00    0.00    0.00   19.00    53  |__deptran_server
04:29:10 AM  1011         -   3636867   51.00    4.00    0.00    0.00   55.00    24  |__deptran_server
04:29:10 AM  1011         -   3636868    8.00   13.00    0.00    1.00   21.00    29  |__deptran_server
04:29:10 AM  1011         -   3636893   19.00    3.00    0.00    0.00   22.00    56  |__deptran_server
04:29:10 AM  1011         -   3636895   15.00    4.00    0.00    0.00   19.00    58  |__deptran_server
04:29:10 AM  1011         -   3636897   18.00    2.00    0.00    0.00   20.00    59  |__deptran_server
04:29:10 AM  1011         -   3636899   17.00    2.00    0.00    0.00   19.00    16  |__deptran_server
04:29:10 AM  1011         -   3636901   17.00    1.00    0.00    0.00   18.00    40  |__deptran_server
04:29:10 AM  1011         -   3636903   18.00    2.00    0.00    0.00   20.00    43  |__deptran_server
04:29:10 AM  1011         -   3636905   17.00    2.00    0.00    0.00   19.00    51  |__deptran_server

04:29:10 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:29:11 AM  1011   3636859         -  286.00   51.00    0.00    0.00  337.00    54  deptran_server
04:29:11 AM  1011         -   3636863   78.00    8.00    0.00    0.00   86.00    60  |__deptran_server
04:29:11 AM  1011         -   3636864    9.00    8.00    0.00    1.00   17.00    12  |__deptran_server
04:29:11 AM  1011         -   3636865   39.00    3.00    0.00    0.00   42.00    53  |__deptran_server
04:29:11 AM  1011         -   3636866    7.00    9.00    0.00    1.00   16.00    27  |__deptran_server
04:29:11 AM  1011         -   3636867   41.00    2.00    0.00    0.00   43.00    63  |__deptran_server
04:29:11 AM  1011         -   3636868    6.00    9.00    0.00    0.00   15.00    26  |__deptran_server
04:29:11 AM  1011         -   3636893   16.00    3.00    0.00    0.00   19.00    56  |__deptran_server
04:29:11 AM  1011         -   3636895   15.00    1.00    0.00    0.00   16.00    57  |__deptran_server
04:29:11 AM  1011         -   3636897   15.00    3.00    0.00    0.00   18.00    24  |__deptran_server
04:29:11 AM  1011         -   3636899   15.00    2.00    0.00    0.00   17.00    17  |__deptran_server
04:29:11 AM  1011         -   3636901   14.00    3.00    0.00    0.00   17.00    40  |__deptran_server
04:29:11 AM  1011         -   3636903   12.00    3.00    0.00    0.00   15.00    43  |__deptran_server
04:29:11 AM  1011         -   3636905   14.00    1.00    0.00    0.00   15.00    51  |__deptran_server

04:29:11 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:29:12 AM  1011   3636859         -  351.00   55.00    0.00    0.00  406.00    54  deptran_server
04:29:12 AM  1011         -   3636863   95.00    6.00    0.00    0.00  101.00    60  |__deptran_server
04:29:12 AM  1011         -   3636864    8.00   12.00    0.00    0.00   20.00    47  |__deptran_server
04:29:12 AM  1011         -   3636865   48.00    3.00    0.00    0.00   51.00    53  |__deptran_server
04:29:12 AM  1011         -   3636866    8.00   12.00    0.00    1.00   20.00    27  |__deptran_server
04:29:12 AM  1011         -   3636867   49.00    4.00    0.00    0.00   53.00    63  |__deptran_server
04:29:12 AM  1011         -   3636868   10.00   11.00    0.00    1.00   21.00    29  |__deptran_server
04:29:12 AM  1011         -   3636893   21.00    1.00    0.00    0.00   22.00    56  |__deptran_server
04:29:12 AM  1011         -   3636895   15.00    3.00    0.00    0.00   18.00    57  |__deptran_server
04:29:12 AM  1011         -   3636897   21.00    1.00    0.00    0.00   22.00    24  |__deptran_server
04:29:12 AM  1011         -   3636899   17.00    2.00    0.00    0.00   19.00    17  |__deptran_server
04:29:12 AM  1011         -   3636901   16.00    3.00    0.00    0.00   19.00    12  |__deptran_server
04:29:12 AM  1011         -   3636903   18.00    2.00    0.00    0.00   20.00    43  |__deptran_server
04:29:12 AM  1011         -   3636905   18.00    1.00    0.00    0.00   19.00    54  |__deptran_server

04:29:12 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:29:13 AM  1011   3636859         -  357.00   49.00    0.00    0.00  406.00    54  deptran_server
04:29:13 AM  1011         -   3636863   97.00    2.00    0.00    0.00   99.00    60  |__deptran_server
04:29:13 AM  1011         -   3636864    8.00   14.00    0.00    1.00   22.00    47  |__deptran_server
04:29:13 AM  1011         -   3636865   48.00    2.00    0.00    0.00   50.00    53  |__deptran_server
04:29:13 AM  1011         -   3636866    8.00   11.00    0.00    0.00   19.00    51  |__deptran_server
04:29:13 AM  1011         -   3636867   48.00    2.00    0.00    0.00   50.00    63  |__deptran_server
04:29:13 AM  1011         -   3636868    8.00   10.00    0.00    0.00   18.00    29  |__deptran_server
04:29:13 AM  1011         -   3636893   22.00    1.00    0.00    0.00   23.00    56  |__deptran_server
04:29:13 AM  1011         -   3636895   18.00    2.00    0.00    0.00   20.00    49  |__deptran_server
04:29:13 AM  1011         -   3636897   21.00    2.00    0.00    0.00   23.00    24  |__deptran_server
04:29:13 AM  1011         -   3636899   17.00    3.00    0.00    0.00   20.00    17  |__deptran_server
04:29:13 AM  1011         -   3636901   20.00    1.00    0.00    0.00   21.00    12  |__deptran_server
04:29:13 AM  1011         -   3636903   20.00    0.00    0.00    0.00   20.00    43  |__deptran_server
04:29:13 AM  1011         -   3636905   18.00    2.00    0.00    0.00   20.00    54  |__deptran_server

04:29:13 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:29:14 AM  1011   3636859         -  300.00   49.00    0.00    0.00  349.00    54  deptran_server
04:29:14 AM  1011         -   3636863   83.00    4.00    0.00    0.00   87.00    60  |__deptran_server
04:29:14 AM  1011         -   3636864    7.00   11.00    0.00    0.00   18.00    46  |__deptran_server
04:29:14 AM  1011         -   3636865   41.00    2.00    0.00    0.00   43.00    53  |__deptran_server
04:29:14 AM  1011         -   3636866    6.00   11.00    0.00    1.00   17.00    17  |__deptran_server
