Linux 5.15.30-2-pve (zoo-003) 	06/29/2023 	_x86_64_	(64 CPU)

05:20:58 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:20:59 AM  1011   3647088         -  178.08   43.84    0.00    0.00  221.92    10  deptran_server
05:20:59 AM  1011         -   3647089   59.59   10.96    0.00    0.00   70.55    11  |__deptran_server
05:20:59 AM  1011         -   3647090   59.59    9.59    0.00    0.00   69.18    12  |__deptran_server
05:20:59 AM  1011         -   3647110    0.68    1.37    0.00    0.00    2.05     1  |__deptran_server
05:20:59 AM  1011         -   3647112    0.68    1.37    0.00    0.00    2.05     4  |__deptran_server
05:20:59 AM  1011         -   3647114    0.68    1.37    0.00    0.00    2.05     3  |__deptran_server

05:20:59 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:21:00 AM  1011   3647088         -   22.00   20.00    0.00    0.00   42.00    10  deptran_server
05:21:00 AM  1011         -   3647109    1.00    2.00    0.00    0.00    3.00    12  |__deptran_server
05:21:00 AM  1011         -   3647110    5.00    6.00    0.00    0.00   11.00     2  |__deptran_server
05:21:00 AM  1011         -   3647111    1.00    2.00    0.00    0.00    3.00    11  |__deptran_server
05:21:00 AM  1011         -   3647112    5.00    6.00    0.00    0.00   11.00    10  |__deptran_server
05:21:00 AM  1011         -   3647113    1.00    3.00    0.00    0.00    4.00     3  |__deptran_server
05:21:00 AM  1011         -   3647114    4.00    7.00    0.00    0.00   11.00     7  |__deptran_server

05:21:00 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:21:01 AM  1011   3647088         -  528.00  206.00    0.00    0.00  734.00    10  deptran_server
05:21:01 AM  1011         -   3647109   11.00    4.00    0.00    0.00   15.00     1  |__deptran_server
05:21:01 AM  1011         -   3647110    5.00   10.00    0.00    0.00   15.00    50  |__deptran_server
05:21:01 AM  1011         -   3647111   51.00   26.00    0.00    0.00   77.00    11  |__deptran_server
05:21:01 AM  1011         -   3647112   11.00   14.00    0.00    0.00   25.00    24  |__deptran_server
05:21:01 AM  1011         -   3647113   13.00    7.00    0.00    0.00   20.00    45  |__deptran_server
05:21:01 AM  1011         -   3647114    7.00    7.00    0.00    0.00   14.00     6  |__deptran_server
05:21:01 AM  1011         -   3647115   65.00   17.00    0.00    0.00   82.00    13  |__deptran_server
05:21:01 AM  1011         -   3647116    1.00    0.00    0.00    0.00    1.00     6  |__deptran_server
05:21:01 AM  1011         -   3647117   63.00   19.00    0.00    0.00   82.00    40  |__deptran_server
05:21:01 AM  1011         -   3647118    0.00    1.00    0.00    0.00    1.00     0  |__deptran_server
05:21:01 AM  1011         -   3647119   61.00   17.00    0.00    0.00   78.00    27  |__deptran_server
05:21:01 AM  1011         -   3647120    2.00    0.00    0.00    0.00    2.00    38  |__deptran_server
05:21:01 AM  1011         -   3647121   56.00   21.00    0.00    0.00   77.00    15  |__deptran_server
05:21:01 AM  1011         -   3647122    1.00    0.00    0.00    0.00    1.00    32  |__deptran_server
05:21:01 AM  1011         -   3647123   58.00   19.00    0.00    0.00   77.00    46  |__deptran_server
05:21:01 AM  1011         -   3647124    1.00    1.00    0.00    0.00    2.00     1  |__deptran_server
05:21:01 AM  1011         -   3647125   55.00   22.00    0.00    0.00   77.00    35  |__deptran_server
05:21:01 AM  1011         -   3647126    1.00    0.00    0.00    0.00    1.00    33  |__deptran_server
05:21:01 AM  1011         -   3647127   60.00   16.00    0.00    0.00   76.00    16  |__deptran_server
05:21:01 AM  1011         -   3647128    1.00    0.00    0.00    0.00    1.00    12  |__deptran_server

