Linux 5.15.30-2-pve (zoo-003) 	06/29/2023 	_x86_64_	(64 CPU)

05:15:30 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:15:32 AM  1011   3646130         -  175.66   43.42    0.00    0.00  219.08    37  deptran_server
05:15:32 AM  1011         -   3646132   57.24   11.18    0.00    0.00   68.42     9  |__deptran_server
05:15:32 AM  1011         -   3646133   55.92   12.50    0.00    0.00   68.42    10  |__deptran_server
05:15:32 AM  1011         -   3646135    0.66    1.32    0.00    0.00    1.97    44  |__deptran_server
05:15:32 AM  1011         -   3646136    0.00    0.66    0.00    0.00    0.66    10  |__deptran_server
05:15:32 AM  1011         -   3646137    1.32    1.32    0.00    0.00    2.63    39  |__deptran_server
05:15:32 AM  1011         -   3646139    0.66    1.97    0.00    0.00    2.63    36  |__deptran_server

05:15:32 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:15:33 AM  1011   3646130         -   29.00   19.00    0.00    0.00   48.00     4  deptran_server
05:15:33 AM  1011         -   3646134    1.00    2.00    0.00    0.00    3.00     9  |__deptran_server
05:15:33 AM  1011         -   3646135    5.00    7.00    0.00    0.00   12.00    44  |__deptran_server
05:15:33 AM  1011         -   3646136    2.00    1.00    0.00    0.00    3.00     5  |__deptran_server
05:15:33 AM  1011         -   3646137    4.00    7.00    0.00    0.00   11.00    39  |__deptran_server
05:15:33 AM  1011         -   3646138    1.00    2.00    0.00    0.00    3.00    45  |__deptran_server
05:15:33 AM  1011         -   3646139    5.00    6.00    0.00    0.00   11.00    12  |__deptran_server
05:15:33 AM  1011         -   3646144    1.00    1.00    0.00    0.00    2.00    38  |__deptran_server
05:15:33 AM  1011         -   3646146    1.00    1.00    0.00    0.00    2.00    15  |__deptran_server

05:15:33 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:15:34 AM  1011   3646130         -  657.00  206.00    0.00    0.00  863.00     4  deptran_server
05:15:34 AM  1011         -   3646134   17.00    6.00    0.00    0.00   23.00    42  |__deptran_server
05:15:34 AM  1011         -   3646135    7.00   12.00    0.00    0.00   19.00    27  |__deptran_server
05:15:34 AM  1011         -   3646136   19.00    8.00    0.00    0.00   27.00    48  |__deptran_server
05:15:34 AM  1011         -   3646137    8.00   10.00    0.00    0.00   18.00     0  |__deptran_server
05:15:34 AM  1011         -   3646138   63.00   24.00    0.00    0.00   87.00    39  |__deptran_server
05:15:34 AM  1011         -   3646139   14.00   14.00    0.00    0.00   28.00    49  |__deptran_server
05:15:34 AM  1011         -   3646144   75.00   17.00    0.00    0.00   92.00     6  |__deptran_server
05:15:34 AM  1011         -   3646145    0.00    2.00    0.00    0.00    2.00    43  |__deptran_server
05:15:34 AM  1011         -   3646146   76.00   16.00    0.00    0.00   92.00    15  |__deptran_server
05:15:34 AM  1011         -   3646147    1.00    0.00    0.00    0.00    1.00     1  |__deptran_server
05:15:34 AM  1011         -   3646148   73.00   18.00    0.00    0.00   91.00    37  |__deptran_server
05:15:34 AM  1011         -   3646150   72.00   19.00    0.00    0.00   91.00    11  |__deptran_server
05:15:34 AM  1011         -   3646151    2.00    0.00    0.00    0.00    2.00     8  |__deptran_server
05:15:34 AM  1011         -   3646152   75.00   16.00    0.00    0.00   91.00    33  |__deptran_server
05:15:34 AM  1011         -   3646153    1.00    1.00    0.00    0.00    2.00    36  |__deptran_server
05:15:34 AM  1011         -   3646154   72.00   19.00    0.00    0.00   91.00    45  |__deptran_server
05:15:34 AM  1011         -   3646155    1.00    0.00    0.00    0.00    1.00     9  |__deptran_server
05:15:34 AM  1011         -   3646156   70.00   21.00    0.00    0.00   91.00    25  |__deptran_server
05:15:34 AM  1011         -   3646157    1.00    0.00    0.00    0.00    1.00     2  |__deptran_server

05:15:34 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:15:35 AM  1011   3646130         -  711.00   90.00    0.00    0.00  801.00     4  deptran_server
05:15:35 AM  1011         -   3646134   17.00    8.00    0.00    0.00   25.00    42  |__deptran_server
05:15:35 AM  1011         -   3646135    7.00   11.00    0.00    0.00   18.00    52  |__deptran_server
05:15:35 AM  1011         -   3646136   13.00    4.00    0.00    0.00   17.00     5  |__deptran_server
05:15:35 AM  1011         -   3646137    6.00   10.00    0.00    0.00   16.00    33  |__deptran_server
05:15:35 AM  1011         -   3646138   76.00   27.00    0.00    0.00  103.00    39  |__deptran_server
05:15:35 AM  1011         -   3646139   15.00   20.00    0.00    2.00   35.00    17  |__deptran_server
05:15:35 AM  1011         -   3646144   81.00    3.00    0.00    0.00   84.00    11  |__deptran_server
05:15:35 AM  1011         -   3646146   82.00    2.00    0.00    0.00   84.00    15  |__deptran_server
05:15:35 AM  1011         -   3646148   75.00    6.00    0.00    0.00   81.00    37  |__deptran_server
05:15:35 AM  1011         -   3646150   85.00    3.00    0.00    0.00   88.00    48  |__deptran_server
05:15:35 AM  1011         -   3646152   81.00    2.00    0.00    0.00   83.00     4  |__deptran_server
05:15:35 AM  1011         -   3646154   82.00    3.00    0.00    0.00   85.00    45  |__deptran_server
05:15:35 AM  1011         -   3646156   81.00    3.00    0.00    0.00   84.00    27  |__deptran_server

05:15:35 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:15:36 AM  1011   3646130         -  572.00   70.00    0.00    0.00  642.00     4  deptran_server
05:15:36 AM  1011         -   3646134    2.00    1.00    0.00    0.00    3.00    42  |__deptran_server
05:15:36 AM  1011         -   3646135    4.00    6.00    0.00    0.00   10.00    54  |__deptran_server
05:15:36 AM  1011         -   3646136    1.00    2.00    0.00    0.00    3.00     5  |__deptran_server
05:15:36 AM  1011         -   3646137    2.00    8.00    0.00    0.00   10.00    33  |__deptran_server
05:15:36 AM  1011         -   3646138   65.00   29.00    0.00    0.00   94.00    39  |__deptran_server
05:15:36 AM  1011         -   3646139    9.00   20.00    0.00    1.00   29.00    19  |__deptran_server
05:15:36 AM  1011         -   3646144   70.00    0.00    0.00    0.00   70.00    11  |__deptran_server
05:15:36 AM  1011         -   3646146   71.00    0.00    0.00    0.00   71.00    15  |__deptran_server
05:15:36 AM  1011         -   3646148   61.00    9.00    0.00    0.00   70.00    37  |__deptran_server
05:15:36 AM  1011         -   3646150   71.00    0.00    0.00    0.00   71.00    48  |__deptran_server
05:15:36 AM  1011         -   3646152   69.00    1.00    0.00    0.00   70.00     4  |__deptran_server
05:15:36 AM  1011         -   3646154   70.00    0.00    0.00    0.00   70.00    45  |__deptran_server
05:15:36 AM  1011         -   3646156   71.00    0.00    0.00    0.00   71.00    27  |__deptran_server

05:15:36 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:15:37 AM  1011   3646130         -  694.00  119.00    0.00    0.00  813.00     4  deptran_server
05:15:37 AM  1011         -   3646134   40.00   16.00    0.00    0.00   56.00    42  |__deptran_server
05:15:37 AM  1011         -   3646135   13.00   20.00    0.00    1.00   33.00    60  |__deptran_server
05:15:37 AM  1011         -   3646136   35.00   21.00    0.00    0.00   56.00     8  |__deptran_server
05:15:37 AM  1011         -   3646137   14.00   17.00    0.00    1.00   31.00    47  |__deptran_server
05:15:37 AM  1011         -   3646138   62.00   24.00    0.00    0.00   86.00    39  |__deptran_server
05:15:37 AM  1011         -   3646139   12.00   19.00    0.00    0.00   31.00    52  |__deptran_server
05:15:37 AM  1011         -   3646144   74.00    1.00    0.00    0.00   75.00    11  |__deptran_server
05:15:37 AM  1011         -   3646146   73.00    1.00    0.00    0.00   74.00    32  |__deptran_server
05:15:37 AM  1011         -   3646148   73.00    2.00    0.00    0.00   75.00    37  |__deptran_server
05:15:37 AM  1011         -   3646150   74.00    1.00    0.00    0.00   75.00    48  |__deptran_server
05:15:37 AM  1011         -   3646152   74.00    1.00    0.00    0.00   75.00     4  |__deptran_server
05:15:37 AM  1011         -   3646154   73.00    1.00    0.00    0.00   74.00    45  |__deptran_server
05:15:37 AM  1011         -   3646156   74.00    0.00    0.00    0.00   74.00    27  |__deptran_server

05:15:37 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:15:38 AM  1011   3646130         -  907.00  163.00    0.00    0.00 1070.00     4  deptran_server
05:15:38 AM  1011         -   3646134   62.00   42.00    0.00    0.00  104.00    42  |__deptran_server
05:15:38 AM  1011         -   3646135   22.00   28.00    0.00    1.00   50.00    56  |__deptran_server
05:15:38 AM  1011         -   3646136   62.00   42.00    0.00    0.00  104.00     8  |__deptran_server
05:15:38 AM  1011         -   3646137   20.00   32.00    0.00    2.00   52.00    38  |__deptran_server
05:15:38 AM  1011         -   3646138   92.00    7.00    0.00    0.00   99.00     4  |__deptran_server
05:15:38 AM  1011         -   3646139   11.00   14.00    0.00    1.00   25.00    50  |__deptran_server
05:15:38 AM  1011         -   3646144   96.00    1.00    0.00    0.00   97.00    11  |__deptran_server
05:15:38 AM  1011         -   3646146   91.00    0.00    0.00    0.00   91.00    32  |__deptran_server
05:15:38 AM  1011         -   3646148   87.00    0.00    0.00    0.00   87.00    37  |__deptran_server
05:15:38 AM  1011         -   3646150   97.00    1.00    0.00    0.00   98.00    48  |__deptran_server
05:15:38 AM  1011         -   3646152   89.00    0.00    0.00    0.00   89.00    33  |__deptran_server
05:15:38 AM  1011         -   3646154   89.00    0.00    0.00    0.00   89.00    45  |__deptran_server
05:15:38 AM  1011         -   3646156   84.00    1.00    0.00    0.00   85.00    25  |__deptran_server

05:15:38 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:15:39 AM  1011   3646130         -  699.00   49.00    0.00    0.00  748.00     4  deptran_server
05:15:39 AM  1011         -   3646134   81.00    6.00    0.00    0.00   87.00    10  |__deptran_server
05:15:39 AM  1011         -   3646135    8.00   16.00    0.00    1.00   24.00    62  |__deptran_server
05:15:39 AM  1011         -   3646136   80.00    6.00    0.00    0.00   86.00     8  |__deptran_server
05:15:39 AM  1011         -   3646137    8.00   17.00    0.00    1.00   25.00    35  |__deptran_server
05:15:39 AM  1011         -   3646138    1.00    2.00    0.00    0.00    3.00    39  |__deptran_server
05:15:39 AM  1011         -   3646139    5.00    5.00    0.00    0.00   10.00    21  |__deptran_server
